year,municipality,department,total_cases
2024,"SANTA CRUZ MULÚA",RETALHULEU,195
2024,"SAN RAFAEL LAS FLORES","SANTA ROSA",192
2024,OLOPA,CHIQUIMULA,190
2024,"SAN RAYMUNDO",GUATEMALA,182
2024,"SAN JOSÉ ACATEMPA",JUTIAPA,179
2024,"PUEBLO NUEVO VIÑAS","SANTA ROSA",175
2024,CHAMPERICO,RETALHULEU,167
2024,"NAHUALÁ",SOLOLA,167
2024,"SANTO TOMÁS LA UNIÓN",SUCHITEPEQUEZ,165
2024,"CONCEPCIÓN LAS MINAS",CHIQUIMULA,164
2024,"SAN MIGUEL DUEÑAS",SACATEPEQUEZ,162
2024,"JOCOTÁN",CHIQUIMULA,160
2024,"SAN JUAN LA ERMITA",CHIQUIMULA,159
2024,"SAN VICENTE PACAYA",ESCUINTLA,156
2024,SANARATE,"EL PROGRESO",156
2024,"SAN PEDRO PINULA",JALAPA,153
2024,"SAN MANUEL CHAPARRÓN",JALAPA,149
2024,PASTORES,SACATEPEQUEZ,148
2024,"FRAY BARTOLOMÉ DE LAS CASAS","ALTA VERAPAZ",145
2024,"SAN CARLOS ALZATATE",JALAPA,144
2024,"LA GOMERA",ESCUINTLA,141
2024,"LA DEMOCRACIA",HUEHUETENANGO,140
2024,"EL PROGRESO",JUTIAPA,140
2024,"SAN BARTOLOMÉ JOCOTENANGO",QUICHE,132
2024,"LAS CRUCES","EL PETEN",131
2024,"SANTA CATARINA BARAHONA",SACATEPEQUEZ,130
2024,LIVINGSTON,IZABAL,126
2024,"EL QUETZAL","SAN MARCOS",125
2024,ORATORIO,"SANTA ROSA",124
2024,"SAN ANDRÉS SAJCABAJÁ",QUICHE,124
2024,GUANAGAZAPA,ESCUINTLA,123
2024,"EL ASINTAL",RETALHULEU,121
2024,CHISEC,"ALTA VERAPAZ",119
2024,"GUAZACAPÁN","SANTA ROSA",119
2024,YUPILTEPEQUE,JUTIAPA,118
2024,TAXISCO,"SANTA ROSA",115
2024,"SAN JACINTO",CHIQUIMULA,112
2024,"TECPÁN GUATEMALA",CHIMALTENANGO,111
2024,CUYOTENANGO,SUCHITEPEQUEZ,107
2024,"SAN AGUSTÍN ACASAGUASTLÁN","EL PROGRESO",106
2024,PAJAPITA,"SAN MARCOS",106
2024,"SAN ANTONIO PALOPÓ",SOLOLA,106
2024,"SAN DIEGO",ZACAPA,104
2024,"LA REFORMA","SAN MARCOS",103
2024,"SAN LUCAS SACATEPÉQUEZ",SACATEPEQUEZ,99
2024,"SAN LORENZO",SUCHITEPEQUEZ,99
2024,"SAN MIGUEL PETAPA",GUATEMALA,98
2024,"TECULUTÁN",ZACAPA,98
2024,JOCOTENANGO,SACATEPEQUEZ,92
2024,"EL JÍCARO","EL PROGRESO",90
2024,"SAN JUAN TECUACO","SANTA ROSA",89
2024,"EL CHOL","BAJA VERAPAZ",88
2024,"PACHALÚN",QUICHE,87
2024,SIPACATE,ESCUINTLA,85
2024,"LOS AMATES",IZABAL,84
2024,"SAN ANDRÉS","EL PETEN",83
2024,"SAN JOSÉ LA ARADA",CHIQUIMULA,83
2024,"SAN CRISTÓBAL ACASAGUASTLÁN","EL PROGRESO",78
2024,FLORES,"EL PETEN",76
2024,"ZAPOTITLÁN",JUTIAPA,76
2024,"SAN GASPAR IXCHIL",HUEHUETENANGO,74
2024,IZTAPA,ESCUINTLA,72
2024,"EL ESTOR",IZABAL,70
2024,"NENTÓN",HUEHUETENANGO,70
2024,COMAPA,JUTIAPA,67
2024,"SANTA BÁRBARA",SUCHITEPEQUEZ,65
2024,COLOTENANGO,HUEHUETENANGO,60
2024,SANSARE,"EL PROGRESO",60
2024,"SAN ANDRÉS ITZAPA",CHIMALTENANGO,58
2024,"SAN JOSÉ EL IDOLO",SUCHITEPEQUEZ,57
2024,"SANTA BÁRBARA",HUEHUETENANGO,56
2024,"TAMAHÚ","ALTA VERAPAZ",54
2024,"SAN PABLO LA LAGUNA",SOLOLA,54
2024,"SANTA ANA HUISTA",HUEHUETENANGO,53
2024,QUETZALTENANGO,QUETZALTENANGO,52
2024,"SAN MIGUEL PANÁN",SUCHITEPEQUEZ,51
2024,SAMAYAC,SUCHITEPEQUEZ,46
2024,"SANTA CRUZ NARANJO","SANTA ROSA",46
2024,"MORAZÁN","EL PROGRESO",42
2024,"SANTA CATARINA PALOPÓ",SOLOLA,40
2024,ESTANZUELA,ZACAPA,39
2024,"SANTA MARÍA IXHUATÁN","SANTA ROSA",38
2024,CONGUACO,JUTIAPA,37
2024,PATULUL,SUCHITEPEQUEZ,35
2024,"EL ADELANTO",JUTIAPA,35
2024,"SAN SEBASTIÁN HUEHUETENANGO",HUEHUETENANGO,35
2024,"SAN FRANCISCO","EL PETEN",34
2024,"SAN ANTONIO SUCHITEPÉQUEZ",SUCHITEPEQUEZ,32
2024,"SANTIAGO SACATEPÉQUEZ",SACATEPEQUEZ,31
2024,"SAN RAFAEL PETZAL",HUEHUETENANGO,30
2024,"TOTONICAPÁN",TOTONICAPAN,29
2024,MOYUTA,JUTIAPA,28
2024,"HUITÉ",ZACAPA,27
2024,"SAN PEDRO JOCOPILAS",QUICHE,27
2024,POCHUTA,CHIMALTENANGO,27
2024,JALPATAGUA,JUTIAPA,26
2024,NEBAJ,QUICHE,26
2024,"RÍO HONDO",ZACAPA,25
2024,"USUMATLÁN",ZACAPA,21
2024,"TECTITÁN",HUEHUETENANGO,21
2024,PANZOS,"ALTA VERAPAZ",18
2024,"SAN JORGE",ZACAPA,17
2024,"SANTO DOMINGO SUCHITEPÉQUEZ",SUCHITEPEQUEZ,17
2024,"PURULHÁ","BAJA VERAPAZ",17
2024,"CONCEPCIÓN HUISTA",HUEHUETENANGO,17
2024,QUEZADA,JUTIAPA,16
2024,RAXRUHA,"ALTA VERAPAZ",15
2024,"SANTA LUCÍA MILPAS ALTAS",SACATEPEQUEZ,15
2024,"SAN GABRIEL",SUCHITEPEQUEZ,14
2024,ZARAGOZA,CHIMALTENANGO,13
2024,"UNION CANTINIL",HUEHUETENANGO,13
2024,"MAGDALENA MILPAS ALTAS",SACATEPEQUEZ,13
2024,"SAN BARTOLOMÉ MILPAS ALTAS",SACATEPEQUEZ,12
2024,"SAN BERNARDINO",SUCHITEPEQUEZ,12
2024,"CHICHÉ",QUICHE,12
2024,"SANTA LUCÍA UTATLÁN",SOLOLA,12
2024,CHINIQUE,QUICHE,12
2024,"SANTA CLARA LA LAGUNA",SOLOLA,12
2024,PASACO,JUTIAPA,11
2024,ZUNIL,QUETZALTENANGO,11
2024,"PETATÁN",HUEHUETENANGO,10
2024,"SAN JOSÉ POAQUIL",CHIMALTENANGO,10
2024,TEJUTLA,"SAN MARCOS",9
2024,"SAN PABLO JOCOPILAS",SUCHITEPEQUEZ,8
2024,"SAN JOSÉ","EL PETEN",8
2024,"SAN JUAN COTZAL",QUICHE,8
2024,"SAN ANDRÉS SEMETABAJ",SOLOLA,7
2024,"SAN JOSÉ OJETENAM","SAN MARCOS",7
2024,"PATZICÍA",CHIMALTENANGO,6
2024,"SANTA MARÍA DE JESÚS",SACATEPEQUEZ,6
2024,CHIANTLA,HUEHUETENANGO,6
2024,"SAN PEDRO SACATEPÉQUEZ","SAN MARCOS",6
2024,"LA ESPERANZA",QUETZALTENANGO,5
2024,"SAN CARLOS SIJA",QUETZALTENANGO,5
2024,OLINTEPEQUE,QUETZALTENANGO,5
2024,"SAN MATEO",QUETZALTENANGO,4
2024,"SAN JOSÉ CHACAYÁ",SOLOLA,4
2024,"SANTA MARÍA VISITACIÓN",SOLOLA,4
2024,"PATZÚN",CHIMALTENANGO,3
2024,"TACANÁ","SAN MARCOS",3
2024,"SANTA CRUZ BALANYÁ",CHIMALTENANGO,3
2024,"SAN BARTOLO",TOTONICAPAN,3
2024,"SANTA LUCÍA LA REFORMA",TOTONICAPAN,3
2024,"SAN JUAN COMALAPA",CHIMALTENANGO,2
2024,"SANTA APOLONIA",CHIMALTENANGO,2
2024,"SAN ANTONIO ILOTENANGO",QUICHE,2
2024,SIBINAL,"SAN MARCOS",2
2024,CHAJUL,QUICHE,2
2024,"SAN LORENZO","SAN MARCOS",2
2024,"SAN JUAN OSTUNCALCO",QUETZALTENANGO,2
2024,"SAN JUAN IXCOY",HUEHUETENANGO,2
2024,"CABRICÁN",QUETZALTENANGO,2
2024,"SALCAJÁ",QUETZALTENANGO,2
2024,"SAN ANTONIO SACATEPÉQUEZ","SAN MARCOS",2
2024,ZUNILITO,SUCHITEPEQUEZ,1
2024,MOMOSTENANGO,TOTONICAPAN,1
2024,"AGUA BLANCA",JUTIAPA,1
2024,"TODOS SANTOS CUCHUMATÁN",HUEHUETENANGO,1
2024,"SAN JUAN ATITÁN",HUEHUETENANGO,1
2024,"SAN ANDRÉS XECUL",TOTONICAPAN,1
2024,CHICHICASTENANGO,QUICHE,1
2024,"SANTA MARÍA CHIQUIMULA",TOTONICAPAN,1
2024,"SAN CRISTÓBAL CUCHO","SAN MARCOS",1
2024,"SANTIAGO CHIMALTENANGO",HUEHUETENANGO,1
2024,"SAN MARTÍN SACATEPÉQUEZ",QUETZALTENANGO,1
2024,"CONCEPCIÓN",SOLOLA,1
2024,"SAN RAFAEL LA INDEPENDENCIA",HUEHUETENANGO,1
2024,"ESQUIPULAS PALO GORDO","SAN MARCOS",1
2024,"SAN CRISTÓBAL TOTONICAPÁN",TOTONICAPAN,1
2024,"CONCEPCIÓN TUTUAPA","SAN MARCOS",1
